Disease_id	Disease_name	Disease_alias_name	DisGeNET_disease_type	UMLS_disease_type	MeSH_disease_class	HPO_disease_class	DO_disease_class	UMLS_disease_type_id	MeSH_disease_class_id	HPO_disease_class_id	DO_disease_class_id	DisGeNET_id	MeSH_id	HPO_id	DO_id	ICD10_id	OMIM_id
HBDIS022785	Glomerulopathy With Fibronectin Deposits	Glomerular Nephritis, Familial, With Fibronectin Deposits; Gfnd2; Glomerulopathy With Fibronectin Deposits 2; Glomerulopathy With Fibronectin Deposits	disease	Disease or Syndrome	Immune System Diseases; Male Urogenital Diseases; Female Urogenital Diseases and Pregnancy Complications	NA	NA	T047	C12; C20; C13	NA	NA	C3888104	C536826	NA	NA	NA	601894
HBDIS022786	Increased Responsiveness To Growth Hormone	Growth Hormone Insensitivity, Partial; Increased Responsiveness To Growth Hormone	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3888131	NA	NA	NA	NA	604271
HBDIS022787	Long Qt Syndrome 2, Acquired, Susceptibility To	Long Qt Syndrome 2, Acquired, Susceptibility To; Long Qt Syndrome 2	phenotype	Finding	NA	NA	disease of anatomical entity; genetic disease	T033	NA	NA	DOID:7; DOID:630	C3888153	NA	NA	110645	NA	613688
HBDIS022788	Mixed Lineage Leukemia	Mixed Lineage Leukemia	disease	Neoplastic Process	NA	NA	NA	T191	NA	NA	NA	C3888194	NA	NA	NA	NA	159555
HBDIS022789	Impdh2 Enzyme Activity, Variation In	Impdh2 Enzyme Activity, Variation In	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3888196	NA	NA	NA	NA	617995
HBDIS022790	Low Density Lipoprotein Cholesterol Level Quantitative Trait Locus 3	Low Density Lipoprotein Cholesterol Level Quantitative Trait Locus 3	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3888197	NA	NA	NA	NA	142910
HBDIS022791	Bestrophinopathy, Autosomal Recessive	Bestrophinopathy; Bestrophinopathy, Autosomal Recessive	disease	Disease or Syndrome	Eye Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	disease of anatomical entity	T047	C16; C11	NA	DOID:7	C3888198	NA	NA	50662	NA	611809
HBDIS022792	Actn3 Deficiency	Actn3 Deficiency	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888204	NA	NA	NA	NA	617749
HBDIS022793	Phospholipase A2, Group Iva, Deficiency Of	Phospholipase A2, Group Iva, Deficiency Of	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888207	NA	NA	NA	NA	600522
HBDIS022794	Spastic Paraplegia 45, Autosomal Recessive	Spastic Paraplegia 45, Autosomal Recessive; Hereditary Spastic Paraplegia 45	disease	Disease or Syndrome	NA	NA	disease of anatomical entity; genetic disease	T047	NA	NA	DOID:7; DOID:630	C3888209	NA	NA	110797	NA	613162
HBDIS022795	Seckel Syndrome 4	Seckel Syndrome 4	disease	Disease or Syndrome	NA	NA	genetic disease	T047	NA	NA	DOID:630	C3888212	NA	NA	70010	NA	613676
HBDIS022796	Hirschsprung Disease, Susceptibility To, 1	Hirschsprung Disease, Susceptibility To, 1	disease	Finding	NA	NA	NA	T033	NA	NA	NA	C3888239	NA	NA	NA	NA	142623
HBDIS022797	Aicardi-Goutieres Syndrome 7	Aicardi-Goutieres Syndrome; Aicardi-Goutieres Syndrome 7	disease	Disease or Syndrome	NA	NA	genetic disease	T047	NA	NA	DOID:630	C3888244	NA	NA	50629	NA	615846
HBDIS022798	Cerebral Amyloid Angiopathy, App-Related, Flemish Variant	Cerebral Amyloid Angiopathy, App-Related, Italian Variant; Cerebral Amyloid Angiopathy, App-Related, Arctic Variant; App-Related Cerebral Amyloid Angiopathy; Hchwad; Cerebral Amyloid Angiopathy, App-Related, Flemish Variant; Cerebral Amyloid Angiopathy, App-Related, Iowa Variant; Amyloidosis, Cerebroarterial, App-Related; Cerebral Amyloid Angiopathy, App-Related; Cerebral Hemorrhage With Amyloidosis, Hereditary, Dutch Type	disease	Disease or Syndrome	Cardiovascular Diseases; Nervous System Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	NA	genetic disease; disease of metabolism	T047	C14; C16; C10; C18	NA	DOID:0014667; DOID:630	C3888307	C537944	NA	70028	NA	605714
HBDIS022799	Cerebral Amyloid Angiopathy, App-Related, Italian Variant	Cerebral Amyloid Angiopathy, App-Related, Italian Variant; Cerebral Amyloid Angiopathy, App-Related, Arctic Variant; App-Related Cerebral Amyloid Angiopathy; Hchwad; Cerebral Amyloid Angiopathy, App-Related, Flemish Variant; Cerebral Amyloid Angiopathy, App-Related, Iowa Variant; Amyloidosis, Cerebroarterial, App-Related; Cerebral Amyloid Angiopathy, App-Related; Cerebral Hemorrhage With Amyloidosis, Hereditary, Dutch Type	disease	Disease or Syndrome	Cardiovascular Diseases; Nervous System Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	NA	genetic disease; disease of metabolism	T047	C14; C16; C10; C18	NA	DOID:0014667; DOID:630	C3888308	C537944	NA	70028	NA	605714
HBDIS022800	Cerebral Amyloid Angiopathy, App-Related, Iowa Variant	Cerebral Amyloid Angiopathy, App-Related, Italian Variant; Cerebral Amyloid Angiopathy, App-Related, Arctic Variant; App-Related Cerebral Amyloid Angiopathy; Hchwad; Cerebral Amyloid Angiopathy, App-Related, Flemish Variant; Cerebral Amyloid Angiopathy, App-Related, Iowa Variant; Amyloidosis, Cerebroarterial, App-Related; Cerebral Amyloid Angiopathy, App-Related; Cerebral Hemorrhage With Amyloidosis, Hereditary, Dutch Type	disease	Disease or Syndrome	Cardiovascular Diseases; Nervous System Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	NA	genetic disease; disease of metabolism	T047	C14; C16; C10; C18	NA	DOID:0014667; DOID:630	C3888309	C537944	NA	70028	NA	605714
HBDIS022801	Hypercholesterolemia, Familial, Due To Ligand-Defective Apolipoprotein B	Hypercholesterolemia, Familial, Due To Ligand-Defective Apolipoprotein B; Hypercholesterolemia, Autosomal Dominant, Type B; Apolipoprotein B-100, Familial Defective	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888316	NA	NA	NA	NA	144010
HBDIS022802	Sialidosis, Type 2	Neuraminidase Deficiency; Neuraminidase 1 Deficiency; Sialidase Deficiency; Sialidosis, Type Ii; Lipomucopolysaccharidosis; Sialidoses, Type 2; Glycoproteinosis; Cherry Red Spot--Myoclonus Syndrome	disease	Disease or Syndrome	Nervous System Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases; Musculoskeletal Diseases	NA	genetic disease; disease of metabolism	T047	C05; C16; C10; C18	NA	DOID:0014667; DOID:630	C3888317	C537366	NA	3343	NA	256550
HBDIS022803	Myopathy, Familial Idiopathic Inflammatory	Myopathy, Familial Idiopathic Inflammatory; Myositis; Idiopathic Inflammatory Myopathy, Familial	disease	Disease or Syndrome	Nervous System Diseases; Musculoskeletal Diseases	NA	disease of anatomical entity	T047	C05; C10	NA	DOID:7	C3888318	C000598744	NA	633	NA	160750
HBDIS022804	Deafness, Autosomal Recessive 93	Deafness, Autosomal Recessive 93; Autosomal Recessive Nonsyndromic Deafness 93	disease	Disease or Syndrome	NA	NA	disease of anatomical entity; genetic disease	T047	NA	NA	DOID:7; DOID:630	C3888355	NA	NA	110537	NA	614899
HBDIS022805	Nonnuclear Polymorphic Congenital Cataract	Cataract 4, Multiple Types; Cataract, Crystalline Aculeiform; Cataract, Congenital, Cerulean Type, 3; Cataract, Nonnuclear Polymorphic Congenital; Cataract 4 Multiple Types; Cataract, Punctate, Progressive Juvenile-Onset	disease	Congenital Abnormality	NA	NA	disease of anatomical entity; genetic disease	T019	NA	NA	DOID:7; DOID:630	C3888391	NA	NA	110234	NA	115700
HBDIS022806	Cataract 5, Multiple Types	Cataract 5, Multiple Types; Cataract 5 Multiple Types; Cataract, Marner Type	disease	Disease or Syndrome	NA	NA	disease of anatomical entity; genetic disease	T047	NA	NA	DOID:7; DOID:630	C3888417	NA	NA	110255	NA	116800
HBDIS022807	Colicky Pain	Abdominal Pain; Colicky Pain	phenotype	Sign or Symptom	Pathological Conditions, Signs and Symptoms	NA	NA	T184	C23	NA	NA	C3888418	D015746	NA	NA	NA	NA
HBDIS022808	Enterovirus Myocarditis	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888458	NA	NA	NA	NA	NA
HBDIS022809	Dry Age-Related Macular Degeneration	NA	phenotype	Anatomical Abnormality	NA	NA	NA	T190	NA	NA	NA	C3888461	NA	NA	NA	NA	NA
HBDIS022810	Traumatic Ulcerative Granuloma With Stromal Eosinophilia	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888498	NA	NA	NA	NA	NA
HBDIS022811	Her-2 Protein Overexpression	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888504	NA	NA	NA	NA	NA
HBDIS022812	Ldlr Mutation	NA	disease	Congenital Abnormality	NA	NA	NA	T019	NA	NA	NA	C3888506	NA	NA	NA	NA	NA
HBDIS022813	Cyp2C9 Polymorphism	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888513	NA	NA	NA	NA	NA
HBDIS022814	Cyp1A2 Polymorphism	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888516	NA	NA	NA	NA	NA
HBDIS022815	Autoimmune Demyelinating Disease	NA	disease	Disease or Syndrome	Immune System Diseases; Nervous System Diseases	NA	NA	T047	C10; C20	NA	NA	C3888521	NA	NA	NA	NA	NA
HBDIS022816	Autoimmune Uveitis	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888523	NA	NA	NA	NA	NA
HBDIS022817	Gastrointestinal Wall Thickening	NA	phenotype	Sign or Symptom	NA	NA	NA	T184	NA	NA	NA	C3888534	NA	NA	NA	NA	NA
HBDIS022818	Autoimmune Colitis	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888552	NA	NA	NA	NA	NA
HBDIS022819	Ugt1A1 Gene Polymorphism	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888554	NA	NA	NA	NA	NA
HBDIS022820	Nat1 Polymorphism	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888555	NA	NA	NA	NA	NA
HBDIS022821	Degenerative Aortic Valve Disease	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888569	NA	NA	NA	NA	NA
HBDIS022822	Degenerative Mitral Valve Disease	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888570	NA	NA	NA	NA	NA
HBDIS022823	Malignant Bowel Obstruction	NA	phenotype	Anatomical Abnormality	Digestive System Diseases	NA	NA	T190	C06	NA	NA	C3888580	NA	NA	NA	NA	NA
HBDIS022824	Monogenic Diabetes	NA	disease	Disease or Syndrome	Nutritional and Metabolic Diseases; Endocrine System Diseases	NA	NA	T047	C19; C18	NA	NA	C3888631	NA	NA	NA	NA	NA
HBDIS022825	Minimal Hepatic Encephalopathy	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888788	NA	NA	NA	NA	NA
HBDIS022826	Pancreatic Toxicity	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888789	NA	NA	NA	NA	NA
HBDIS022827	Intestinal Angioedema	NA	disease	Disease or Syndrome	Cardiovascular Diseases; Skin and Connective Tissue Diseases; Immune System Diseases	NA	NA	T047	C14; C17; C20	NA	NA	C3888796	NA	NA	NA	NA	NA
HBDIS022828	Hepatic Hypertrophy	NA	phenotype	Sign or Symptom	NA	NA	NA	T184	NA	NA	NA	C3888808	NA	NA	NA	NA	NA
HBDIS022829	Hyperosmolar Hyperglycemic State	Hyperosmolar Hyperglycemic State	disease	Disease or Syndrome	Endocrine System Diseases	NA	NA	T047	C19	NA	NA	C3888846	D006944	NA	NA	NA	NA
HBDIS022830	Fistulising Crohn'S Disease	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888864	NA	NA	NA	NA	NA
HBDIS022831	Rhonchopathy	NA	phenotype	Sign or Symptom	NA	NA	NA	T184	NA	NA	NA	C3888880	NA	NA	NA	NA	NA
HBDIS022832	Polyuria-Polydipsia Syndrome	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888890	NA	NA	NA	NA	NA
HBDIS022833	Wet Age-Related Macular Degeneration	Kuhnt-Junius Degeneration	disease	Disease or Syndrome	NA	NA	disease of anatomical entity	T047	NA	NA	DOID:7	C3888896	NA	NA	10873	NA	NA
HBDIS022834	Baff Polymorphism	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888909	NA	NA	NA	NA	NA
HBDIS022835	Cyp2C19 Poor Metaboliser Status	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888911	NA	NA	NA	NA	NA
HBDIS022836	Glycogen Storage Disease Due To Acid Maltase Deficiency, Infantile Onset	NA	disease	Disease or Syndrome	Nervous System Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	NA	NA	T047	C16; C10; C18	NA	NA	C3888924	NA	NA	NA	NA	NA
HBDIS022837	Pompe'S Disease Adult Onset	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888925	NA	NA	NA	NA	NA
HBDIS022838	Cryptococcus Gattii Infection	NA	disease	Disease or Syndrome	Infections	NA	NA	T047	C01	NA	NA	C3888929	NA	NA	NA	NA	NA
HBDIS022839	Autoimmune Crescentic Glomerulonephritis	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888946	NA	NA	NA	NA	NA
HBDIS022840	Polg Mutation	NA	disease	Congenital Abnormality	NA	NA	NA	T019	NA	NA	NA	C3888962	NA	NA	NA	NA	NA
HBDIS022841	Embolic Stroke of Undetermined Source	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888970	NA	NA	NA	NA	NA
HBDIS022842	Postoperative Hypopituitarism	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888974	NA	NA	NA	NA	NA
HBDIS022843	Macular Detachment	NA	phenotype	Anatomical Abnormality	NA	NA	NA	T190	NA	NA	NA	C3888987	NA	NA	NA	NA	NA
HBDIS022844	Hypocortisolaemia	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888993	NA	NA	NA	NA	NA
HBDIS022845	Non-Radiographic Axial Spondyloarthritis	NA	disease	Disease or Syndrome	Musculoskeletal Diseases	NA	NA	T047	C05	NA	NA	C3889038	NA	NA	NA	NA	NA
HBDIS022846	Prolonged Epileptic Seizure	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3889050	NA	NA	NA	NA	NA
HBDIS022847	Ascending Aortic Dilatation	NA	phenotype	Anatomical Abnormality	NA	NA	NA	T190	NA	NA	NA	C3889085	NA	NA	NA	NA	NA
HBDIS022848	Milk Protein Allergy	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3889086	NA	NA	NA	NA	NA
HBDIS022849	Autoimmune Adrenal Insufficiency	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3889112	NA	NA	NA	NA	NA
HBDIS022850	Tumor Necrosis Factor Receptor 1-Associated Periodic Syndrome	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3889136	NA	NA	NA	NA	NA
HBDIS022851	Other License Status	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3889261	NA	NA	NA	NA	NA
HBDIS022852	Bardet-Biedl Syndrome 16	Bardet-Biedl Syndrome 16	disease	Disease or Syndrome	NA	NA	genetic disease	T047	NA	NA	DOID:630	C3889474	NA	NA	110138	NA	615993
HBDIS022853	Benign Familial Convulsion	NA	disease	Disease or Syndrome	Nervous System Diseases	NA	NA	T047	C10	NA	NA	C3889476	NA	NA	NA	NA	NA
HBDIS022854	Bche, Fluoride 2 Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3889588	NA	NA	NA	NA	NA
HBDIS022855	Bche, J Variant Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3889591	NA	NA	NA	NA	NA
HBDIS022856	Bche, H Variant Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3889592	NA	NA	NA	NA	NA
HBDIS022857	Albumin Blenheim Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3889611	NA	NA	NA	NA	NA
HBDIS022858	Transferrin Variant D1 Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3889615	NA	NA	NA	NA	NA
HBDIS022859	Transferrin Variant B2 Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3889617	NA	NA	NA	NA	NA
HBDIS022860	Transferrin Variant Bv Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3889619	NA	NA	NA	NA	NA
HBDIS022861	Spinocerebellar Ataxia 37	Spinocerebellar Ataxia Type 37; Spinocerebellar Ataxia 37	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	NA	disease of anatomical entity; genetic disease	T047	C16; C10	NA	DOID:7; DOID:630	C3889636	NA	NA	50984	NA	615945
HBDIS022862	Hemoglobin Saint Etienne Phenotype	Beta-Malay-Thalassemia; Beta-Thalassemia, Lermontov Type; Hemoglobin M (Radom) Methemoglobinemia, Beta Type; Beta-Plus-Thalassemia, Dominant; Beta-Showa-Yakushiji Thalassemia; Beta-Plus-Thalassemia; Hemoglobin Saint Etienne; Beta-Knossos-Thalassemia	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3889873	NA	NA	NA	NA	141900
HBDIS022863	Apolipoprotein C-Ii (Padova) Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3889891	NA	NA	NA	NA	NA
HBDIS022864	Hemoglobin C Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3889898	NA	NA	NA	NA	NA
HBDIS022865	Periodic Fever Syndrome	Mevalonic Aciduria; Familial Mediterranean Fever	disease	Disease or Syndrome	Pathological Conditions, Signs and Symptoms	NA	genetic disease; disease of anatomical entity; disease of metabolism	T047	C23	NA	DOID:0014667; DOID:7; DOID:630	C3889979	NA	NA	50452; 2987	NA	NA
HBDIS022866	Protein S Heerlen Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3890030	NA	NA	NA	NA	NA
HBDIS022867	Prothrombin Type 3 Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3890031	NA	NA	NA	NA	NA
HBDIS022868	Mental Retardation, X-Linked 100	Mental Retardation, X-Linked 100; Non-Syndromic X-Linked Intellectual Disability	disease	Disease or Syndrome	NA	NA	disease of mental health; genetic disease	T047	NA	NA	DOID:150; DOID:630	C3890167	NA	NA	50776	NA	300923
HBDIS022869	Psoriatic Juvenile Idiopathic Arthritis	NA	disease	Disease or Syndrome	Skin and Connective Tissue Diseases; Immune System Diseases; Musculoskeletal Diseases	NA	NA	T047	C05; C17; C20	NA	NA	C3890176	NA	NA	NA	NA	NA
HBDIS022870	Polyarticular Juvenile Idiopathic Arthritis, Rheumatoid Factor Negative	Juvenile Rheumatoid Arthritis; Juvenile Polyarthritis (Seronegative)	disease	Disease or Syndrome	Skin and Connective Tissue Diseases; Immune System Diseases; Musculoskeletal Diseases	NA	disease of anatomical entity	T047	C05; C17; C20	NA	DOID:7	C3890205	NA	NA	676	M08.3	NA
HBDIS022871	P-Selectin Measurement	NA	phenotype	Laboratory Procedure	NA	NA	NA	T059	NA	NA	NA	C3890352	NA	NA	NA	NA	NA
HBDIS022872	Post-Treatment Lyme Disease Syndrome	Lyme Disease, Chronic; Post-Lyme Disease Syndrome; Post-Treatment Lyme Disease Syndrome	disease	Disease or Syndrome	Infections	NA	NA	T047	C01	NA	NA	C3890422	D000077342	NA	NA	NA	NA
HBDIS022873	Liquid Tumor	NA	disease	Neoplastic Process	NA	NA	NA	T191	NA	NA	NA	C3890429	NA	NA	NA	NA	NA
HBDIS022874	Bodily Pain	NA	phenotype	Sign or Symptom	Pathological Conditions, Signs and Symptoms	NA	NA	T184	C23	NA	NA	C3890602	NA	NA	NA	NA	NA
HBDIS022875	Autoinflammatory Syndrome	NA	disease	Disease or Syndrome	Pathological Conditions, Signs and Symptoms	NA	NA	T047	C23	NA	NA	C3890737	NA	NA	NA	NA	NA
HBDIS022876	Factor Viii (Okayama) Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3890932	NA	NA	NA	NA	NA
HBDIS022877	Thyroxine-Binding Globulin, Variant A Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3890933	NA	NA	NA	NA	NA
HBDIS022878	Thyroxine-Binding Globulin, Variant P Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3890934	NA	NA	NA	NA	NA
HBDIS022879	Acute Motor Axonal Neuropathy	NA	disease	Disease or Syndrome	Immune System Diseases; Nervous System Diseases	NA	NA	T047	C10; C20	NA	NA	C3890941	NA	NA	NA	NA	NA
HBDIS022880	Superoxide Dismutase, Elevated Extracellular	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3891298	NA	NA	NA	NA	NA
HBDIS022881	Wilms Tumor, Susceptibility To	Wilms Tumor, Susceptibility To; Wilms Tumor 6	phenotype	Finding	Neoplasms	NA	NA	T033	C04	NA	NA	C3891301	NA	NA	NA	NA	616806
HBDIS022882	Neural Tube Defects, Susceptibility To	Spina Bifida; Neural Tube Defects, Susceptibility To	disease	Finding	NA	NA	NA	T033	NA	NA	NA	C3891448	NA	NA	NA	NA	182940
HBDIS022883	Seckel Syndrome 8	Seckel Syndrome 8	disease	Disease or Syndrome	NA	NA	genetic disease	T047	NA	NA	DOID:630	C3891452	NA	NA	70009	NA	615807
HBDIS022884	Chromosome Xq26.3 Duplication Syndrome	Chromosome Xq26.3 Duplication Syndrome	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	NA	T047	C16	NA	NA	C3891556	NA	NA	NA	NA	300942
HBDIS022885	Hemoglobin Tubingen Phenotype	NA	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3891694	NA	NA	NA	NA	NA
HBDIS022886	Growing Teratoma Syndrome	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3891714	NA	NA	NA	NA	NA
HBDIS022887	Arthritis, Suppurative	Arthritis, Bacterial; Arthritis, Infectious; Arthritis, Suppurative; Arthritis, Viral	disease	Disease or Syndrome	Infections; Musculoskeletal Diseases	NA	NA	T047	C01; C05	NA	NA	C3891815	D001170	NA	NA	NA	NA
HBDIS022888	Pancreatic Agenesis 1	Pancreatic Agenesis; Pancreatic Agenesis 1	disease	Disease or Syndrome	Digestive System Diseases	NA	disease of anatomical entity	T047	C06	NA	DOID:7	C3891828	NA	NA	50877	NA	260370
HBDIS022889	Bardet-Biedl Syndrome 5	Bardet-Biedl Syndrome 5	disease	Disease or Syndrome	NA	NA	genetic disease	T047	NA	NA	DOID:630	C3892039	NA	NA	110127	NA	615983
HBDIS022890	Oligoarticular Arthritis	Oligoarthritis	disease	Disease or Syndrome	Musculoskeletal Diseases	Abnormality of the skeletal system	NA	T047	C05	HP:0000924	NA	C3892044	NA	HP:0040313	NA	NA	NA
HBDIS022891	Deafness, Autosomal Dominant 65	Autosomal Dominant Nonsyndromic Deafness 65; Deafness, Autosomal Dominant 65	disease	Disease or Syndrome	NA	NA	disease of anatomical entity; genetic disease	T047	NA	NA	DOID:7; DOID:630	C3892048	NA	NA	110586	NA	616044
HBDIS022892	Deafness, Autosomal Recessive 102	Autosomal Recessive Nonsyndromic Deafness 102; Deafness, Autosomal Recessive 102	disease	Disease or Syndrome	NA	NA	disease of anatomical entity; genetic disease	T047	NA	NA	DOID:7; DOID:630	C3892050	NA	NA	110463	NA	615974
